21 6
1.0 0.0 0.0 0.0 0.0 0.0 
1.0 0.05 0.0025000000000000005 0.00012500000000000003 6.250000000000001e-06 3.125000000000001e-07 
1.0 0.1 0.010000000000000002 0.0010000000000000002 0.00010000000000000002 1.0000000000000003e-05 
1.0 0.15 0.0225 0.0033749999999999995 0.00050625 7.593749999999998e-05 
1.0 0.2 0.04000000000000001 0.008000000000000002 0.0016000000000000003 0.0003200000000000001 
1.0 0.25 0.0625 0.015625 0.00390625 0.0009765625 
1.0 0.3 0.09 0.026999999999999996 0.0081 0.0024299999999999994 
1.0 0.35 0.12249999999999998 0.04287499999999999 0.015006249999999997 0.005252187499999998 
1.0 0.4 0.16000000000000003 0.06400000000000002 0.025600000000000005 0.010240000000000003 
1.0 0.45 0.2025 0.09112500000000001 0.04100625 0.018452812500000002 
1.0 0.5 0.25 0.125 0.0625 0.03125 
1.0 0.55 0.30250000000000005 0.16637500000000005 0.09150625000000003 0.05032843750000002 
1.0 0.6 0.36 0.21599999999999997 0.1296 0.07775999999999998 
1.0 0.65 0.42250000000000004 0.274625 0.17850625000000003 0.11602906250000002 
1.0 0.7 0.48999999999999994 0.3429999999999999 0.24009999999999995 0.16806999999999994 
1.0 0.75 0.5625 0.421875 0.31640625 0.2373046875 
1.0 0.8 0.6400000000000001 0.5120000000000001 0.4096000000000001 0.3276800000000001 
1.0 0.85 0.7224999999999999 0.6141249999999999 0.5220062499999999 0.44370531249999995 
1.0 0.9 0.81 0.7290000000000001 0.6561 0.5904900000000001 
1.0 0.95 0.9025 0.8573749999999999 0.8145062499999999 0.7737809374999998 
1.0 1.0 1.0 1.0 1.0 1.0 
